session_id,user_id,session_start,session_end,platform,device_type,country,is_new_user
S0004659,U003431,2025-08-28T13:03:00,2025-08-28T13:58:00,web,tablet,GB,False
S0004660,U003588,2025-11-14T23:30:00,2025-11-14T23:35:00,android,tablet,GB,False
S0004661,U002558,2025-02-01T15:15:00,2025-02-01T15:50:00,ios,tablet,GB,False
S0004662,U001998,2025-01-13T19:00:00,2025-01-13T21:00:00,web,desktop,GB,False
S0004663,U000820,2025-09-24T14:32:00,2025-09-24T16:24:00,android,mobile,GB,False
S0004664,U002385,2025-10-22T08:16:00,2025-10-22T09:49:00,ios,tablet,GB,False
S0004665,U000998,2025-07-19T12:04:00,2025-07-19T13:35:00,ctv,streaming_stick,GB,False
S0004666,U000205,2025-09-14T18:56:00,2025-09-14T20:02:00,web,desktop,GB,False
S0004667,U000657,2025-03-05T13:58:00,2025-03-05T14:11:00,android,tablet,GB,False
S0004668,U002834,2025-07-20T07:43:00,2025-07-20T09:40:00,web,tablet,GB,False
S0004669,U003094,2025-05-29T14:50:00,2025-05-29T14:57:00,android,tablet,GB,False
S0004670,U002986,2025-09-15T17:35:00,2025-09-15T17:43:00,ctv,streaming_stick,GB,False
S0004671,U002008,2025-01-30T09:40:00,2025-01-30T10:09:00,ios,mobile,GB,False
S0004672,U002846,2025-12-11T16:59:00,2025-12-11T17:13:00,ios,tablet,GB,False
S0004673,U003508,2025-11-15T11:07:00,2025-11-15T12:14:00,ctv,smart_tv,GB,True
S0004674,U001333,2025-07-19T14:24:00,2025-07-19T14:42:00,android,tablet,GB,False
S0004675,U001059,2025-10-24T20:42:00,2025-10-24T21:59:00,ctv,streaming_stick,GB,False
S0004676,U002089,2025-11-02T13:05:00,2025-11-02T13:38:00,android,tablet,GB,False
S0004677,U002997,2025-10-29T17:47:00,2025-10-29T19:41:00,ios,mobile,GB,False
S0004678,U002587,2025-01-16T14:18:00,2025-01-16T15:05:00,web,tablet,GB,False
S0004679,U001267,2025-05-27T18:46:00,2025-05-27T19:21:00,web,desktop,GB,False
S0004680,U002821,2025-06-28T10:56:00,2025-06-28T12:16:00,ctv,streaming_stick,GB,False
S0004681,U003168,2025-01-13T12:42:00,2025-01-13T14:40:00,ctv,streaming_stick,GB,False
S0004682,U002991,2025-10-24T16:05:00,2025-10-24T17:05:00,ios,mobile,GB,False
S0004683,U003726,2025-04-19T11:10:00,2025-04-19T11:30:00,android,mobile,GB,True
S0004684,U000923,2025-09-18T17:30:00,2025-09-18T17:51:00,android,tablet,GB,False
S0004685,U003430,2025-06-14T17:06:00,2025-06-14T18:26:00,ios,mobile,GB,False
S0004686,U000800,2025-04-20T21:01:00,2025-04-20T22:14:00,ios,mobile,GB,False
S0004687,U002595,2025-01-09T22:30:00,2025-01-09T23:30:00,ios,tablet,GB,False
S0004688,U001132,2025-06-08T13:21:00,2025-06-08T14:16:00,web,desktop,GB,False
S0004689,U000559,2025-08-30T11:43:00,2025-08-30T13:41:00,android,mobile,GB,False
S0004690,U002551,2025-10-20T17:17:00,2025-10-20T19:11:00,android,tablet,GB,False
S0004691,U000228,2025-09-22T17:33:00,2025-09-22T18:51:00,android,mobile,GB,False
S0004692,U001578,2025-12-28T23:24:00,2025-12-29T00:26:00,ios,mobile,GB,False
S0004693,U002076,2025-07-29T23:02:00,2025-07-29T23:10:00,android,tablet,GB,False
S0004694,U003555,2025-12-27T21:31:00,2025-12-27T21:39:00,android,tablet,GB,False
S0004695,U002419,2025-06-27T18:13:00,2025-06-27T18:52:00,ctv,smart_tv,GB,False
S0004696,U001593,2025-12-19T15:25:00,2025-12-19T16:30:00,web,tablet,GB,False
S0004697,U000996,2025-11-04T14:02:00,2025-11-04T15:22:00,ctv,smart_tv,GB,False
S0004698,U001263,2025-05-26T15:29:00,2025-05-26T16:06:00,ios,mobile,GB,False
S0004699,U003493,2025-04-11T17:13:00,2025-04-11T17:56:00,ios,tablet,GB,False
S0004700,U003823,2025-02-14T11:01:00,2025-02-14T11:28:00,android,mobile,GB,False
S0004701,U001244,2025-05-13T22:09:00,2025-05-13T23:52:00,web,tablet,GB,True
S0004702,U001818,2025-02-04T13:38:00,2025-02-04T14:41:00,ios,mobile,GB,False
S0004703,U001422,2025-03-29T15:05:00,2025-03-29T16:27:00,ios,mobile,GB,False
S0004704,U001718,2025-08-26T14:02:00,2025-08-26T15:30:00,android,mobile,GB,True
S0004705,U001586,2025-04-16T21:33:00,2025-04-16T23:08:00,ios,mobile,GB,False
S0004706,U000038,2025-05-01T19:12:00,2025-05-01T20:24:00,ios,tablet,GB,False
S0004707,U002077,2025-12-17T23:28:00,2025-12-17T23:52:00,ios,mobile,GB,False
S0004708,U003974,2025-10-13T18:06:00,2025-10-13T18:56:00,ios,mobile,GB,False
S0004709,U000393,2025-11-07T11:31:00,2025-11-07T11:48:00,web,tablet,GB,False
S0004710,U000102,2025-10-24T19:54:00,2025-10-24T20:56:00,web,desktop,GB,False
S0004711,U001102,2025-05-30T14:49:00,2025-05-30T16:22:00,web,desktop,GB,False
S0004712,U001670,2025-09-16T18:11:00,2025-09-16T19:20:00,web,tablet,GB,False
S0004713,U002497,2025-01-21T14:20:00,2025-01-21T14:58:00,ios,mobile,GB,False
S0004714,U002236,2025-02-08T18:00:00,2025-02-08T19:23:00,android,mobile,GB,False
S0004715,U001678,2025-10-07T16:56:00,2025-10-07T18:24:00,ios,mobile,GB,False
S0004716,U002470,2025-03-21T15:19:00,2025-03-21T16:25:00,ctv,smart_tv,GB,False
S0004717,U000974,2025-01-17T09:05:00,2025-01-17T09:53:00,android,tablet,GB,False
S0004718,U001162,2025-04-14T11:21:00,2025-04-14T12:44:00,web,tablet,GB,False
S0004719,U003440,2025-08-24T07:20:00,2025-08-24T07:51:00,android,mobile,GB,True
S0004720,U001755,2025-08-17T23:35:00,2025-08-18T00:33:00,ctv,streaming_stick,GB,False
S0004721,U001681,2025-01-31T10:31:00,2025-01-31T11:30:00,ios,mobile,GB,False
S0004722,U000219,2025-11-15T10:45:00,2025-11-15T11:51:00,android,tablet,GB,False
S0004723,U001519,2025-07-10T18:25:00,2025-07-10T19:49:00,web,tablet,GB,False
S0004724,U002253,2025-01-30T18:38:00,2025-01-30T19:01:00,web,tablet,GB,False
S0004725,U003162,2025-08-19T17:23:00,2025-08-19T18:39:00,web,desktop,GB,False
S0004726,U002984,2025-05-02T12:03:00,2025-05-02T12:11:00,ctv,smart_tv,GB,False
S0004727,U001819,2025-01-18T11:33:00,2025-01-18T13:29:00,ios,mobile,GB,False
S0004728,U000248,2025-12-14T15:51:00,2025-12-14T16:06:00,web,mobile,GB,True
S0004729,U001720,2025-04-10T19:29:00,2025-04-10T20:05:00,ios,tablet,GB,False
S0004730,U003417,2025-05-08T18:03:00,2025-05-08T19:34:00,ctv,smart_tv,GB,False
S0004731,U000125,2025-10-23T15:42:00,2025-10-23T16:00:00,android,tablet,GB,False
S0004732,U000447,2025-04-25T07:34:00,2025-04-25T07:48:00,web,mobile,GB,False
S0004733,U003968,2025-02-12T07:21:00,2025-02-12T07:28:00,ios,mobile,GB,False
S0004734,U001895,2025-11-28T15:56:00,2025-11-28T16:59:00,android,tablet,GB,False
S0004735,U000707,2025-09-30T18:49:00,2025-09-30T19:25:00,ios,tablet,GB,False
S0004736,U000461,2025-04-08T21:35:00,2025-04-08T22:25:00,android,tablet,GB,False
S0004737,U002692,2025-06-02T16:09:00,2025-06-02T16:32:00,web,desktop,GB,False
S0004738,U003375,2025-06-19T15:59:00,2025-06-19T16:25:00,web,tablet,GB,False
S0004739,U000865,2025-10-22T09:45:00,2025-10-22T10:03:00,ios,mobile,GB,False
S0004740,U003043,2025-03-15T13:55:00,2025-03-15T15:24:00,ios,mobile,GB,False
S0004741,U003749,2025-04-01T14:25:00,2025-04-01T15:35:00,android,tablet,GB,False
S0004742,U003848,2025-09-26T16:25:00,2025-09-26T17:59:00,android,mobile,GB,False
S0004743,U001434,2025-03-14T19:32:00,2025-03-14T21:22:00,ctv,streaming_stick,GB,False
S0004744,U002251,2025-06-06T09:29:00,2025-06-06T11:23:00,web,mobile,GB,False
S0004745,U000705,2025-11-11T09:28:00,2025-11-11T09:43:00,ctv,smart_tv,GB,False
S0004746,U001162,2025-07-25T17:59:00,2025-07-25T19:47:00,web,tablet,GB,False
S0004747,U003798,2025-09-25T13:48:00,2025-09-25T15:20:00,web,mobile,GB,True
S0004748,U003553,2025-11-19T08:54:00,2025-11-19T10:34:00,ios,mobile,GB,False
S0004749,U000692,2025-03-12T14:56:00,2025-03-12T16:41:00,web,desktop,GB,False
S0004750,U003267,2025-05-02T15:51:00,2025-05-02T16:35:00,ios,mobile,GB,False
S0004751,U003637,2025-11-28T14:58:00,2025-11-28T16:07:00,ios,mobile,GB,True
S0004752,U000527,2025-10-16T09:23:00,2025-10-16T10:52:00,web,desktop,GB,False
S0004753,U001914,2025-04-21T15:17:00,2025-04-21T15:45:00,android,mobile,GB,False
S0004754,U000435,2025-06-12T18:01:00,2025-06-12T19:18:00,ios,mobile,GB,False
S0004755,U000543,2025-05-17T14:00:00,2025-05-17T14:48:00,ctv,smart_tv,GB,False
S0004756,U002431,2025-03-03T10:43:00,2025-03-03T11:26:00,android,tablet,GB,False
S0004757,U002986,2025-12-09T18:52:00,2025-12-09T19:10:00,ctv,streaming_stick,GB,False
S0004758,U001172,2025-04-13T13:22:00,2025-04-13T13:34:00,android,tablet,GB,True
S0004759,U003338,2025-09-14T09:38:00,2025-09-14T10:22:00,android,tablet,GB,False
S0004760,U003144,2025-08-21T19:51:00,2025-08-21T20:28:00,ctv,streaming_stick,GB,False
S0004761,U001485,2025-07-09T18:38:00,2025-07-09T19:42:00,web,mobile,GB,False
S0004762,U003311,2025-06-29T19:09:00,2025-06-29T19:49:00,ios,mobile,GB,True
S0004763,U000014,2025-06-16T13:50:00,2025-06-16T15:41:00,ios,mobile,GB,False
S0004764,U000695,2025-12-11T11:26:00,2025-12-11T12:22:00,web,tablet,GB,False
S0004765,U001846,2025-05-31T16:22:00,2025-05-31T17:02:00,web,tablet,GB,False
S0004766,U002934,2025-08-21T11:13:00,2025-08-21T11:56:00,android,tablet,GB,False
S0004767,U001535,2025-12-05T06:09:00,2025-12-05T06:45:00,android,tablet,GB,False
S0004768,U000125,2025-03-23T16:24:00,2025-03-23T17:56:00,android,tablet,GB,False
S0004769,U002207,2025-07-13T09:32:00,2025-07-13T09:54:00,ctv,streaming_stick,GB,False
S0004770,U001342,2025-01-22T14:03:00,2025-01-22T15:20:00,android,tablet,GB,False
S0004771,U003532,2025-02-28T06:09:00,2025-02-28T07:59:00,web,mobile,GB,False
S0004772,U003824,2025-02-24T19:12:00,2025-02-24T19:23:00,android,mobile,GB,False
S0004773,U003263,2025-07-19T22:15:00,2025-07-19T23:36:00,web,desktop,GB,False
S0004774,U001679,2025-08-07T14:25:00,2025-08-07T15:31:00,ios,tablet,GB,False
S0004775,U001130,2025-07-02T17:57:00,2025-07-02T19:15:00,android,mobile,GB,False
S0004776,U003328,2025-02-11T16:16:00,2025-02-11T16:45:00,web,desktop,GB,False
S0004777,U003157,2025-01-17T21:26:00,2025-01-17T22:44:00,android,tablet,GB,True
S0004778,U003109,2025-06-05T18:16:00,2025-06-05T18:53:00,web,tablet,GB,False
S0004779,U003653,2025-11-12T13:08:00,2025-11-12T14:35:00,android,tablet,GB,True
S0004780,U000312,2025-01-08T17:40:00,2025-01-08T17:50:00,web,mobile,GB,False
S0004781,U000856,2025-04-28T11:49:00,2025-04-28T13:47:00,android,mobile,GB,False
S0004782,U000368,2025-11-20T22:29:00,2025-11-20T22:47:00,ctv,smart_tv,GB,True
S0004783,U000081,2025-05-22T22:16:00,2025-05-22T23:58:00,android,tablet,GB,False
S0004784,U003692,2025-09-30T16:37:00,2025-09-30T17:01:00,android,mobile,GB,False
S0004785,U001265,2025-06-07T18:47:00,2025-06-07T20:12:00,web,desktop,GB,False
S0004786,U001988,2025-11-21T15:41:00,2025-11-21T16:14:00,android,tablet,GB,False
S0004787,U000254,2025-02-26T15:06:00,2025-02-26T16:16:00,ios,tablet,GB,False
S0004788,U000656,2025-07-02T07:00:00,2025-07-02T07:57:00,ctv,streaming_stick,GB,False
S0004789,U002318,2025-02-22T13:39:00,2025-02-22T15:07:00,android,mobile,GB,True
S0004790,U003732,2025-01-13T18:45:00,2025-01-13T19:51:00,web,mobile,GB,False
S0004791,U001169,2025-08-17T17:48:00,2025-08-17T19:01:00,android,mobile,GB,False
S0004792,U000226,2025-04-30T22:56:00,2025-04-30T23:31:00,web,tablet,GB,False
S0004793,U000963,2025-04-21T18:44:00,2025-04-21T19:01:00,ios,mobile,GB,False
S0004794,U000368,2025-05-26T16:56:00,2025-05-26T18:00:00,ios,tablet,GB,True
S0004795,U000268,2025-02-01T11:38:00,2025-02-01T11:46:00,web,desktop,GB,False
S0004796,U003682,2025-12-30T16:59:00,2025-12-30T18:56:00,ios,mobile,GB,False
S0004797,U000872,2025-01-30T14:01:00,2025-01-30T15:05:00,ios,mobile,GB,False
S0004798,U003570,2025-01-04T11:45:00,2025-01-04T12:57:00,android,tablet,GB,False
S0004799,U003471,2025-08-29T15:50:00,2025-08-29T16:15:00,web,desktop,GB,False
S0004800,U002680,2025-10-01T19:04:00,2025-10-01T19:16:00,ios,tablet,GB,False
S0004801,U003013,2025-05-29T08:52:00,2025-05-29T10:21:00,web,tablet,GB,False
S0004802,U003286,2025-02-07T23:22:00,2025-02-08T00:14:00,ios,mobile,GB,False
S0004803,U001300,2025-12-27T15:28:00,2025-12-27T16:51:00,ios,tablet,GB,False
S0004804,U000012,2025-03-04T21:27:00,2025-03-04T22:57:00,ios,tablet,GB,False
S0004805,U001560,2025-02-14T21:13:00,2025-02-14T21:54:00,android,mobile,GB,True
S0004806,U002615,2025-03-16T19:08:00,2025-03-16T20:07:00,ctv,streaming_stick,GB,False
S0004807,U002465,2025-12-05T22:50:00,2025-12-05T23:50:00,android,tablet,GB,False
S0004808,U003682,2025-11-12T19:52:00,2025-11-12T19:58:00,ios,tablet,GB,True
S0004809,U001915,2025-07-24T19:00:00,2025-07-24T19:38:00,android,mobile,GB,False
S0004810,U000999,2025-05-19T17:18:00,2025-05-19T18:35:00,ios,tablet,GB,False
S0004811,U003363,2025-10-10T12:06:00,2025-10-10T12:11:00,ios,mobile,GB,False
S0004812,U003587,2025-07-02T15:40:00,2025-07-02T17:35:00,web,mobile,GB,False
S0004813,U000285,2025-12-18T17:32:00,2025-12-18T18:16:00,ios,mobile,GB,False
S0004814,U000083,2025-06-27T14:43:00,2025-06-27T16:35:00,ios,tablet,GB,False
S0004815,U001187,2025-01-13T10:12:00,2025-01-13T10:22:00,ctv,smart_tv,GB,False
S0004816,U003375,2025-04-11T16:40:00,2025-04-11T17:16:00,android,mobile,GB,False
S0004817,U001112,2025-08-19T09:54:00,2025-08-19T10:24:00,web,mobile,GB,False
S0004818,U001067,2025-09-06T11:29:00,2025-09-06T12:44:00,ctv,streaming_stick,GB,True
S0004819,U003263,2025-11-29T18:20:00,2025-11-29T19:46:00,web,mobile,GB,False
S0004820,U002880,2025-02-13T13:18:00,2025-02-13T14:35:00,ios,tablet,GB,False
S0004821,U002754,2025-08-18T18:27:00,2025-08-18T19:24:00,ios,mobile,GB,False
S0004822,U000370,2025-05-29T18:25:00,2025-05-29T19:52:00,web,desktop,GB,False
S0004823,U002302,2025-06-17T13:29:00,2025-06-17T14:17:00,web,tablet,GB,False
S0004824,U001346,2025-01-13T13:32:00,2025-01-13T14:06:00,android,mobile,GB,False
S0004825,U002627,2025-07-27T08:59:00,2025-07-27T09:33:00,android,mobile,GB,False
S0004826,U003691,2025-11-07T15:09:00,2025-11-07T16:58:00,web,mobile,GB,False
S0004827,U003069,2025-11-16T11:35:00,2025-11-16T12:11:00,web,mobile,GB,False
S0004828,U003015,2025-10-01T13:46:00,2025-10-01T15:20:00,ctv,smart_tv,GB,False
S0004829,U002298,2025-06-12T10:27:00,2025-06-12T12:20:00,web,mobile,GB,False
S0004830,U002852,2025-06-27T09:41:00,2025-06-27T09:58:00,web,mobile,GB,False
S0004831,U000614,2025-03-26T14:39:00,2025-03-26T16:22:00,ctv,smart_tv,GB,False
S0004832,U003127,2025-05-21T18:39:00,2025-05-21T20:02:00,ios,mobile,GB,False
S0004833,U000195,2025-06-04T16:09:00,2025-06-04T18:07:00,ios,mobile,GB,False
S0004834,U001557,2025-12-15T16:47:00,2025-12-15T17:16:00,android,tablet,GB,False
S0004835,U002053,2025-09-15T14:18:00,2025-09-15T16:15:00,ios,tablet,GB,True
S0004836,U001224,2025-02-09T16:51:00,2025-02-09T17:13:00,android,tablet,GB,False
S0004837,U000331,2025-09-12T21:26:00,2025-09-12T21:43:00,android,mobile,GB,False
S0004838,U001042,2025-12-03T22:27:00,2025-12-03T22:45:00,ios,mobile,GB,False
S0004839,U001807,2025-04-21T14:04:00,2025-04-21T14:27:00,web,desktop,GB,False
S0004840,U000260,2025-08-17T14:06:00,2025-08-17T14:41:00,ios,tablet,GB,False
S0004841,U002645,2025-10-31T16:22:00,2025-10-31T17:15:00,ios,tablet,GB,False
S0004842,U000725,2025-03-08T15:38:00,2025-03-08T16:50:00,android,mobile,GB,False
S0004843,U003138,2025-02-22T13:02:00,2025-02-22T13:19:00,ios,tablet,GB,False
S0004844,U003283,2025-07-22T21:29:00,2025-07-22T22:03:00,android,mobile,GB,False
S0004845,U003670,2025-07-01T12:02:00,2025-07-01T13:37:00,web,desktop,GB,False
S0004846,U000918,2025-05-30T13:05:00,2025-05-30T13:14:00,web,desktop,GB,False
S0004847,U000700,2025-06-01T15:18:00,2025-06-01T16:52:00,ios,mobile,GB,False
S0004848,U001787,2025-02-25T22:22:00,2025-02-25T23:39:00,android,tablet,GB,False
S0004849,U002631,2025-07-31T20:44:00,2025-07-31T21:02:00,ctv,streaming_stick,GB,False
S0004850,U002084,2025-03-15T15:39:00,2025-03-15T17:00:00,ios,mobile,GB,False
S0004851,U000701,2025-11-06T20:45:00,2025-11-06T21:52:00,android,mobile,GB,False
S0004852,U000824,2025-04-19T08:23:00,2025-04-19T09:12:00,android,mobile,GB,False
S0004853,U002543,2025-07-23T09:22:00,2025-07-23T10:10:00,ctv,streaming_stick,GB,False
S0004854,U000569,2025-03-08T21:28:00,2025-03-08T22:52:00,web,desktop,GB,False
S0004855,U002699,2025-01-18T09:11:00,2025-01-18T10:24:00,ios,mobile,GB,True
S0004856,U001411,2025-12-20T08:11:00,2025-12-20T09:39:00,android,tablet,GB,False
S0004857,U002237,2025-04-24T18:07:00,2025-04-24T18:23:00,ios,mobile,GB,False
S0004858,U002343,2025-07-05T13:23:00,2025-07-05T13:45:00,ios,mobile,GB,False
S0004859,U002632,2025-01-11T18:24:00,2025-01-11T18:32:00,ios,tablet,GB,False
S0004860,U001624,2025-03-12T21:00:00,2025-03-12T21:11:00,ios,mobile,GB,False
S0004861,U002501,2025-10-22T08:31:00,2025-10-22T10:03:00,ios,mobile,GB,False
S0004862,U003825,2025-12-26T12:42:00,2025-12-26T13:39:00,ios,tablet,GB,False
S0004863,U002472,2025-03-24T13:22:00,2025-03-24T13:58:00,ios,mobile,GB,False
S0004864,U001310,2025-03-08T11:35:00,2025-03-08T12:14:00,ctv,smart_tv,GB,False
S0004865,U001088,2025-10-20T13:33:00,2025-10-20T14:12:00,web,desktop,GB,False
S0004866,U001767,2025-01-23T13:52:00,2025-01-23T14:20:00,android,mobile,GB,False
S0004867,U003007,2025-04-06T15:49:00,2025-04-06T16:05:00,ios,tablet,GB,False
S0004868,U003697,2025-12-30T09:41:00,2025-12-30T10:51:00,android,mobile,GB,True
S0004869,U003548,2025-12-07T16:55:00,2025-12-07T18:50:00,android,mobile,GB,False
S0004870,U001876,2025-11-27T15:11:00,2025-11-27T16:33:00,ios,tablet,GB,True
S0004871,U003779,2025-12-04T15:56:00,2025-12-04T16:16:00,web,desktop,GB,False
S0004872,U001300,2025-11-24T20:29:00,2025-11-24T21:04:00,ctv,streaming_stick,GB,False
S0004873,U001798,2025-08-21T23:50:00,2025-08-22T00:51:00,ios,mobile,GB,False
S0004874,U002994,2025-08-02T17:41:00,2025-08-02T19:20:00,android,tablet,GB,False
S0004875,U002003,2025-08-03T07:42:00,2025-08-03T08:47:00,web,mobile,GB,False
S0004876,U003109,2025-03-11T17:06:00,2025-03-11T18:27:00,web,desktop,GB,False
S0004877,U000044,2025-09-19T20:42:00,2025-09-19T22:25:00,android,tablet,GB,False
S0004878,U002919,2025-06-18T19:29:00,2025-06-18T21:12:00,ios,mobile,GB,True
S0004879,U000608,2025-12-02T18:23:00,2025-12-02T19:51:00,ios,tablet,GB,False
S0004880,U000605,2025-05-11T15:43:00,2025-05-11T17:36:00,ios,tablet,GB,False
S0004881,U001170,2025-04-02T18:10:00,2025-04-02T19:25:00,ctv,smart_tv,GB,False
S0004882,U003409,2025-04-11T06:43:00,2025-04-11T07:51:00,web,desktop,GB,False
S0004883,U000515,2025-06-05T16:00:00,2025-06-05T17:27:00,android,tablet,GB,True
S0004884,U001120,2025-05-28T13:52:00,2025-05-28T14:20:00,ios,tablet,GB,False
S0004885,U002048,2025-09-14T09:09:00,2025-09-14T10:15:00,ctv,smart_tv,GB,False
S0004886,U003168,2025-08-28T15:43:00,2025-08-28T15:50:00,web,mobile,GB,False
S0004887,U003769,2025-05-27T12:52:00,2025-05-27T13:59:00,ios,tablet,GB,False
S0004888,U003727,2025-06-22T17:36:00,2025-06-22T18:58:00,android,mobile,GB,False
S0004889,U002284,2025-09-12T14:24:00,2025-09-12T15:15:00,ios,mobile,GB,False
S0004890,U002259,2025-02-24T23:59:00,2025-02-25T00:07:00,ios,tablet,GB,True
S0004891,U003280,2025-02-17T08:09:00,2025-02-17T08:42:00,android,tablet,GB,False
S0004892,U002492,2025-10-16T12:06:00,2025-10-16T13:15:00,android,tablet,GB,False
S0004893,U003487,2025-07-17T17:37:00,2025-07-17T18:23:00,ios,tablet,GB,False
S0004894,U001636,2025-12-10T17:21:00,2025-12-10T18:17:00,ctv,streaming_stick,GB,False
S0004895,U000047,2025-09-10T15:09:00,2025-09-10T15:49:00,web,desktop,GB,False
S0004896,U001281,2025-01-31T16:07:00,2025-01-31T18:01:00,web,desktop,GB,False
S0004897,U001886,2025-12-28T15:21:00,2025-12-28T17:11:00,android,tablet,GB,False
S0004898,U002454,2025-11-16T13:49:00,2025-11-16T15:05:00,android,tablet,GB,False
S0004899,U001222,2025-12-13T13:40:00,2025-12-13T14:25:00,web,mobile,GB,False
S0004900,U003828,2025-06-29T13:18:00,2025-06-29T13:33:00,web,mobile,GB,False
S0004901,U001891,2025-06-24T17:11:00,2025-06-24T17:34:00,ios,mobile,GB,False
S0004902,U002443,2025-12-06T23:38:00,2025-12-07T00:39:00,ios,tablet,GB,False
S0004903,U002110,2025-12-26T13:00:00,2025-12-26T14:51:00,web,mobile,GB,False
S0004904,U002139,2025-11-01T08:33:00,2025-11-01T09:34:00,android,tablet,GB,False
S0004905,U002312,2025-08-27T13:48:00,2025-08-27T13:56:00,web,mobile,GB,True
S0004906,U002992,2025-10-23T08:42:00,2025-10-23T08:48:00,ios,tablet,GB,False
S0004907,U000636,2025-09-21T10:16:00,2025-09-21T11:34:00,ios,tablet,GB,True
S0004908,U003260,2025-06-08T10:53:00,2025-06-08T12:01:00,android,mobile,GB,False
S0004909,U002467,2025-08-23T13:10:00,2025-08-23T14:19:00,ios,tablet,GB,False
S0004910,U001519,2025-07-27T11:40:00,2025-07-27T12:23:00,ios,tablet,GB,False
S0004911,U000959,2025-10-31T16:51:00,2025-10-31T18:28:00,android,mobile,GB,False
S0004912,U002826,2025-01-18T13:02:00,2025-01-18T13:19:00,android,mobile,GB,False
S0004913,U001182,2025-04-28T18:31:00,2025-04-28T19:23:00,web,mobile,GB,False
S0004914,U002620,2025-12-20T18:36:00,2025-12-20T19:45:00,android,tablet,GB,False
S0004915,U002572,2025-09-18T19:21:00,2025-09-18T20:24:00,ios,tablet,GB,False
S0004916,U000124,2025-08-29T14:48:00,2025-08-29T16:48:00,ios,tablet,GB,False
S0004917,U001477,2025-10-19T17:05:00,2025-10-19T18:18:00,android,mobile,GB,False
S0004918,U002562,2025-11-15T12:22:00,2025-11-15T13:02:00,ctv,smart_tv,GB,False
S0004919,U003447,2025-03-30T16:05:00,2025-03-30T17:39:00,ios,tablet,GB,False
S0004920,U002398,2025-09-25T08:34:00,2025-09-25T10:34:00,ctv,streaming_stick,GB,False
S0004921,U001819,2025-12-14T19:57:00,2025-12-14T20:42:00,ios,mobile,GB,False
S0004922,U000557,2025-05-23T13:45:00,2025-05-23T14:05:00,ios,mobile,GB,False
S0004923,U002940,2025-05-25T17:09:00,2025-05-25T18:47:00,web,tablet,GB,False
S0004924,U001022,2025-10-14T22:46:00,2025-10-14T23:30:00,android,tablet,GB,False
S0004925,U000140,2025-05-03T22:19:00,2025-05-03T22:41:00,ios,mobile,GB,False
S0004926,U000934,2025-01-13T13:44:00,2025-01-13T15:23:00,ios,tablet,GB,True
S0004927,U002048,2025-01-27T20:42:00,2025-01-27T21:42:00,android,mobile,GB,False
S0004928,U002088,2025-03-20T06:41:00,2025-03-20T06:59:00,ctv,smart_tv,GB,False
S0004929,U001052,2025-09-19T22:32:00,2025-09-19T23:29:00,web,mobile,GB,False
S0004930,U001196,2025-01-01T10:10:00,2025-01-01T10:55:00,android,tablet,GB,True
S0004931,U000685,2025-03-05T09:34:00,2025-03-05T10:43:00,ctv,smart_tv,GB,False
S0004932,U000670,2025-03-13T15:44:00,2025-03-13T16:06:00,ios,tablet,GB,False
S0004933,U000524,2025-03-08T14:08:00,2025-03-08T15:51:00,android,mobile,GB,False
S0004934,U002014,2025-05-09T08:28:00,2025-05-09T08:47:00,ctv,smart_tv,GB,False
S0004935,U002832,2025-03-01T06:32:00,2025-03-01T08:02:00,ctv,smart_tv,GB,False
S0004936,U002389,2025-06-25T22:02:00,2025-06-25T23:57:00,android,mobile,GB,True
S0004937,U003019,2025-02-27T19:46:00,2025-02-27T21:01:00,web,tablet,GB,False
S0004938,U003196,2025-05-22T18:31:00,2025-05-22T19:25:00,ctv,smart_tv,GB,False
S0004939,U001163,2025-09-16T17:58:00,2025-09-16T19:01:00,android,tablet,GB,False
S0004940,U001584,2025-02-12T14:49:00,2025-02-12T16:22:00,android,mobile,GB,False
S0004941,U001682,2025-07-19T14:42:00,2025-07-19T16:07:00,android,tablet,GB,False
S0004942,U001784,2025-09-20T16:38:00,2025-09-20T17:39:00,ios,mobile,GB,False
S0004943,U002628,2025-07-15T16:52:00,2025-07-15T17:16:00,ctv,streaming_stick,GB,False
S0004944,U002129,2025-02-14T14:56:00,2025-02-14T15:24:00,android,tablet,GB,False
S0004945,U001746,2025-06-15T13:32:00,2025-06-15T15:14:00,web,mobile,GB,False
S0004946,U000709,2025-05-17T19:26:00,2025-05-17T20:39:00,ios,tablet,GB,False
S0004947,U000817,2025-04-02T10:45:00,2025-04-02T12:28:00,web,mobile,GB,False
S0004948,U000730,2025-04-08T11:03:00,2025-04-08T11:49:00,android,mobile,GB,False
S0004949,U001142,2025-06-01T21:05:00,2025-06-01T23:05:00,web,mobile,GB,False
S0004950,U000710,2025-01-04T22:47:00,2025-01-04T23:34:00,ios,mobile,GB,False
S0004951,U002585,2025-09-01T16:00:00,2025-09-01T17:27:00,web,tablet,GB,False
S0004952,U000614,2025-02-19T17:15:00,2025-02-19T18:08:00,ios,tablet,GB,False
S0004953,U001704,2025-11-17T21:23:00,2025-11-17T21:44:00,ctv,streaming_stick,GB,False
S0004954,U001333,2025-11-08T23:55:00,2025-11-09T01:05:00,android,mobile,GB,True
S0004955,U002853,2025-01-14T10:47:00,2025-01-14T11:13:00,android,mobile,GB,False
