impression_id,campaign_id,play_event_id,served_at,programme_id,ad_position,device_type,revenue_gbp
IMP00004321,CAM0040,EV00017594,2025-06-28T19:32:46,P020,post,tablet,0.0381
IMP00004322,CAM0015,EV00009232,2025-09-11T15:49:47,P042,mid,mobile,0.0417
IMP00004323,CAM0013,EV00002194,2025-09-18T15:28:29,P032,post,mobile,0.0263
IMP00004324,CAM0050,EV00007281,2025-06-11T21:15:32,P016,post,tablet,0.0253
IMP00004325,CAM0027,EV00000461,2025-02-08T14:33:40,P054,pre,smart_tv,0.0444
IMP00004326,CAM0043,EV00004620,2025-10-12T14:56:13,P016,mid,tablet,0.0368
IMP00004327,CAM0025,EV00012867,2025-06-24T13:18:38,P029,mid,tablet,0.0285
IMP00004328,CAM0045,EV00001996,2025-10-16T19:55:27,P044,mid,mobile,0.0435
IMP00004329,CAM0055,EV00014879,2025-11-29T16:44:58,P013,mid,tablet,0.0367
IMP00004330,CAM0030,EV00014121,2025-06-02T15:09:23,P054,mid,tablet,0.0241
IMP00004331,CAM0051,EV00006348,2025-06-08T14:32:14,P030,pre,tablet,0.0236
IMP00004332,CAM0023,EV00019226,2025-09-07T10:07:29,P019,pre,desktop,0.0425
IMP00004333,CAM0022,EV00000702,2025-10-10T22:11:38,P020,mid,tablet,0.0231
IMP00004334,CAM0042,EV00009966,2025-02-06T10:19:44,P001,pre,tablet,0.0272
IMP00004335,CAM0041,EV00014455,2025-06-12T18:04:43,P051,pre,mobile,0.0226
IMP00004336,CAM0029,EV00006518,2025-09-19T12:59:48,P048,mid,smart_tv,0.0267
IMP00004337,CAM0053,EV00007570,2025-12-11T09:02:17,P056,mid,tablet,0.0218
IMP00004338,CAM0031,EV00018993,2025-06-25T14:18:32,P057,mid,mobile,0.0351
IMP00004339,CAM0001,EV00015395,2025-10-08T11:25:15,P054,mid,mobile,0.041
IMP00004340,CAM0055,EV00004445,2025-10-23T22:42:16,P006,mid,mobile,0.0391
IMP00004341,CAM0030,EV00015260,2025-05-29T13:19:15,P033,mid,mobile,0.043
IMP00004342,CAM0022,EV00015988,2025-11-29T22:01:14,P013,pre,streaming_stick,0.0334
IMP00004343,CAM0049,EV00009519,2025-06-23T23:39:02,P027,pre,tablet,0.0395
IMP00004344,CAM0057,EV00000735,2025-05-03T15:53:09,P061,mid,mobile,0.0334
IMP00004345,CAM0052,EV00019330,2025-01-27T06:48:05,P015,pre,tablet,0.0409
IMP00004346,CAM0031,EV00009605,2025-04-04T09:12:17,P004,pre,mobile,0.0241
IMP00004347,CAM0015,EV00011852,2025-08-16T20:23:21,P026,mid,desktop,0.0243
IMP00004348,CAM0047,EV00003061,2025-05-22T14:20:37,P001,pre,mobile,0.0378
IMP00004349,CAM0016,EV00006596,2025-01-10T11:53:20,P002,mid,desktop,0.0267
IMP00004350,CAM0035,EV00007716,2025-05-13T22:41:17,P014,mid,tablet,0.0381
IMP00004351,CAM0029,EV00019989,2025-11-02T22:32:07,P010,mid,tablet,0.0291
IMP00004352,CAM0031,EV00002849,2025-11-17T17:47:48,P021,pre,tablet,0.0216
IMP00004353,CAM0005,EV00007767,2025-08-16T18:50:13,P033,mid,tablet,0.0252
IMP00004354,CAM0018,EV00003494,2025-12-17T21:07:47,P039,mid,tablet,0.0437
IMP00004355,CAM0043,EV00017469,2025-01-06T14:48:58,P062,pre,smart_tv,0.0431
IMP00004356,CAM0025,EV00003381,2025-02-21T11:37:26,P058,pre,mobile,0.0315
IMP00004357,CAM0043,EV00015303,2025-08-17T23:42:38,P049,post,mobile,0.0391
IMP00004358,CAM0053,EV00002243,2025-03-06T18:15:07,P042,mid,tablet,0.0345
IMP00004359,CAM0023,EV00008677,2025-11-07T15:50:42,P001,pre,mobile,0.021
IMP00004360,CAM0027,EV00014617,2025-12-07T15:55:22,P059,pre,mobile,0.0233
IMP00004361,CAM0053,EV00015442,2025-06-27T13:44:01,P027,mid,tablet,0.0251
IMP00004362,CAM0051,EV00000733,2025-05-03T15:23:08,P061,pre,mobile,0.0447
IMP00004363,CAM0023,EV00002934,2025-11-02T17:21:44,P007,mid,mobile,0.0321
IMP00004364,CAM0056,EV00017384,2025-08-05T12:55:23,P022,post,mobile,0.0266
IMP00004365,CAM0035,EV00001947,2025-10-31T16:37:21,P024,mid,tablet,0.0326
IMP00004366,CAM0011,EV00016366,2025-07-26T11:53:36,P027,pre,tablet,0.0338
IMP00004367,CAM0038,EV00014520,2025-10-10T22:03:37,P018,mid,mobile,0.0222
IMP00004368,CAM0017,EV00003583,2025-01-09T17:19:33,P055,post,mobile,0.0207
IMP00004369,CAM0025,EV00007975,2025-10-16T00:32:46,P012,mid,streaming_stick,0.0271
IMP00004370,CAM0037,EV00005567,2025-04-07T15:08:24,P026,pre,tablet,0.0342
IMP00004371,CAM0021,EV00003746,2025-01-12T12:34:30,P018,pre,tablet,0.0429
IMP00004372,CAM0021,EV00006917,2025-03-11T13:21:50,P011,pre,mobile,0.0219
IMP00004373,CAM0059,EV00018633,2025-06-10T11:22:18,P060,mid,tablet,0.0443
IMP00004374,CAM0056,EV00009020,2025-09-06T13:13:41,P030,mid,mobile,0.0363
IMP00004375,CAM0037,EV00008297,2025-02-13T17:28:33,P011,mid,tablet,0.0423
IMP00004376,CAM0028,EV00014731,2025-04-14T17:19:23,P011,pre,tablet,0.0438
IMP00004377,CAM0010,EV00014171,2025-02-10T19:52:31,P002,pre,smart_tv,0.0247
IMP00004378,CAM0017,EV00007363,2025-11-29T20:23:46,P013,pre,tablet,0.0213
IMP00004379,CAM0027,EV00011935,2025-08-11T16:36:24,P039,pre,mobile,0.0221
IMP00004380,CAM0045,EV00013280,2025-11-04T21:02:52,P027,pre,tablet,0.0352
IMP00004381,CAM0056,EV00010732,2025-05-12T22:46:48,P052,post,smart_tv,0.0399
IMP00004382,CAM0027,EV00018109,2025-12-26T18:31:34,P036,pre,mobile,0.0391
IMP00004383,CAM0058,EV00004832,2025-06-04T18:42:23,P039,mid,streaming_stick,0.0271
IMP00004384,CAM0018,EV00010589,2025-08-08T15:32:36,P031,post,tablet,0.0336
IMP00004385,CAM0016,EV00013737,2025-02-23T14:41:38,P051,pre,tablet,0.0375
IMP00004386,CAM0007,EV00012550,2025-08-26T21:22:40,P050,mid,tablet,0.0381
IMP00004387,CAM0038,EV00010606,2025-03-02T12:17:17,P040,pre,tablet,0.0424
IMP00004388,CAM0002,EV00009490,2025-09-19T20:33:56,P039,pre,mobile,0.0305
IMP00004389,CAM0001,EV00010736,2025-11-13T20:50:32,P060,pre,mobile,0.0333
IMP00004390,CAM0020,EV00011979,2025-08-17T15:10:25,P048,mid,tablet,0.0335
IMP00004391,CAM0027,EV00007508,2025-03-17T21:01:10,P034,mid,mobile,0.0224
IMP00004392,CAM0043,EV00003650,2025-10-08T00:16:10,P014,mid,smart_tv,0.0323
IMP00004393,CAM0011,EV00010349,2025-08-02T17:42:48,P022,pre,tablet,0.0359
IMP00004394,CAM0019,EV00014465,2025-02-02T16:06:58,P017,pre,mobile,0.0354
IMP00004395,CAM0056,EV00016759,2025-04-18T14:09:14,P006,pre,tablet,0.0299
IMP00004396,CAM0011,EV00007503,2025-08-26T23:53:15,P005,mid,tablet,0.0404
IMP00004397,CAM0019,EV00000347,2025-08-04T22:20:34,P051,mid,streaming_stick,0.0414
IMP00004398,CAM0005,EV00019551,2025-02-14T13:49:33,P036,pre,desktop,0.0224
IMP00004399,CAM0048,EV00006859,2025-03-11T14:46:23,P035,pre,tablet,0.0333
IMP00004400,CAM0041,EV00003302,2025-04-09T18:21:54,P038,mid,streaming_stick,0.0237
IMP00004401,CAM0011,EV00014609,2025-08-23T17:16:31,P036,mid,tablet,0.0352
IMP00004402,CAM0033,EV00019477,2025-05-02T13:57:34,P039,mid,mobile,0.0372
IMP00004403,CAM0010,EV00014168,2025-10-26T11:37:50,P011,pre,tablet,0.0294
IMP00004404,CAM0031,EV00000495,2025-03-21T10:13:27,P020,mid,mobile,0.0295
IMP00004405,CAM0021,EV00016745,2025-03-31T20:48:22,P037,mid,streaming_stick,0.0209
IMP00004406,CAM0057,EV00001899,2025-07-20T11:48:04,P014,pre,mobile,0.033
IMP00004407,CAM0032,EV00013479,2025-12-05T10:55:00,P049,mid,smart_tv,0.0278
IMP00004408,CAM0041,EV00013025,2025-06-27T17:55:01,P006,pre,mobile,0.0208
IMP00004409,CAM0023,EV00010326,2025-06-12T15:56:18,P060,pre,smart_tv,0.0341
IMP00004410,CAM0014,EV00009247,2025-12-25T07:31:57,P034,pre,mobile,0.0246
IMP00004411,CAM0023,EV00011066,2025-01-08T16:13:19,P061,post,mobile,0.0328
IMP00004412,CAM0014,EV00015039,2025-11-19T18:40:55,P055,post,mobile,0.0301
IMP00004413,CAM0010,EV00013739,2025-02-23T14:56:38,P051,mid,tablet,0.0297
IMP00004414,CAM0058,EV00004024,2025-03-19T15:31:29,P022,mid,tablet,0.0441
IMP00004415,CAM0054,EV00013389,2025-10-29T15:43:57,P041,pre,mobile,0.025
IMP00004416,CAM0019,EV00005534,2025-06-27T17:55:20,P034,mid,desktop,0.0446
IMP00004417,CAM0002,EV00008377,2025-02-03T15:04:39,P042,pre,tablet,0.039
IMP00004418,CAM0011,EV00014676,2025-03-24T10:18:45,P051,mid,streaming_stick,0.0345
IMP00004419,CAM0001,EV00015077,2025-05-03T13:47:32,P030,mid,mobile,0.0275
IMP00004420,CAM0021,EV00019042,2025-09-15T15:39:37,P004,pre,streaming_stick,0.0243
IMP00004421,CAM0028,EV00007547,2025-06-19T23:56:07,P053,mid,tablet,0.045
IMP00004422,CAM0018,EV00005264,2025-11-05T21:56:07,P029,post,mobile,0.0318
IMP00004423,CAM0021,EV00003327,2025-05-22T15:05:04,P053,mid,mobile,0.0282
IMP00004424,CAM0006,EV00017557,2025-01-13T15:27:40,P046,post,mobile,0.0261
IMP00004425,CAM0038,EV00018509,2025-02-27T22:22:03,P054,post,mobile,0.0409
IMP00004426,CAM0033,EV00011567,2025-11-18T15:17:53,P032,pre,tablet,0.0369
IMP00004427,CAM0007,EV00013544,2025-02-28T15:04:03,P043,pre,tablet,0.0345
IMP00004428,CAM0057,EV00006727,2025-08-31T06:27:49,P046,pre,tablet,0.0259
IMP00004429,CAM0031,EV00018264,2025-10-20T19:08:23,P046,mid,smart_tv,0.04
IMP00004430,CAM0036,EV00005006,2025-11-08T15:51:28,P060,mid,streaming_stick,0.0403
IMP00004431,CAM0021,EV00008412,2025-08-17T22:25:47,P028,mid,mobile,0.0435
IMP00004432,CAM0010,EV00016545,2025-11-30T14:53:42,P062,pre,desktop,0.036
IMP00004433,CAM0054,EV00000819,2025-07-20T22:36:40,P056,mid,streaming_stick,0.0229
IMP00004434,CAM0057,EV00012131,2025-07-09T18:01:57,P028,pre,tablet,0.0426
IMP00004435,CAM0013,EV00014086,2025-05-23T14:30:25,P045,pre,tablet,0.0428
IMP00004436,CAM0023,EV00007841,2025-08-05T18:06:49,P033,pre,mobile,0.0229
IMP00004437,CAM0013,EV00006563,2025-08-01T19:21:31,P041,mid,tablet,0.0209
IMP00004438,CAM0026,EV00002143,2025-03-06T12:28:02,P034,mid,tablet,0.023
IMP00004439,CAM0007,EV00006973,2025-07-02T11:04:30,P046,post,streaming_stick,0.0222
IMP00004440,CAM0002,EV00019130,2025-01-29T14:05:06,P021,post,desktop,0.0444
IMP00004441,CAM0014,EV00014716,2025-10-28T12:32:23,P060,mid,desktop,0.0349
IMP00004442,CAM0012,EV00007019,2025-11-13T15:05:30,P020,mid,mobile,0.043
IMP00004443,CAM0012,EV00017707,2025-06-24T18:31:00,P047,pre,desktop,0.0378
IMP00004444,CAM0021,EV00008592,2025-10-09T21:28:37,P007,pre,tablet,0.0251
IMP00004445,CAM0020,EV00002811,2025-03-14T12:30:48,P054,pre,smart_tv,0.0222
IMP00004446,CAM0044,EV00015528,2025-12-17T21:45:50,P036,mid,mobile,0.0218
IMP00004447,CAM0009,EV00005497,2025-11-03T15:01:08,P001,pre,mobile,0.0439
IMP00004448,CAM0026,EV00013028,2025-04-15T14:44:37,P010,mid,mobile,0.0247
IMP00004449,CAM0021,EV00005654,2025-02-06T23:50:06,P058,mid,tablet,0.0413
IMP00004450,CAM0004,EV00012642,2025-10-30T16:37:37,P041,mid,desktop,0.0227
IMP00004451,CAM0002,EV00003028,2025-01-18T19:32:42,P005,mid,tablet,0.0316
IMP00004452,CAM0005,EV00002211,2025-04-08T15:44:35,P010,pre,tablet,0.0368
IMP00004453,CAM0028,EV00014288,2025-03-24T15:56:41,P012,pre,streaming_stick,0.0314
IMP00004454,CAM0045,EV00006996,2025-05-28T00:08:36,P006,mid,mobile,0.0436
IMP00004455,CAM0025,EV00000848,2025-03-26T15:18:06,P032,pre,mobile,0.0327
IMP00004456,CAM0029,EV00001289,2025-06-14T13:30:14,P043,mid,tablet,0.0397
IMP00004457,CAM0055,EV00016393,2025-04-12T16:10:27,P018,mid,smart_tv,0.028
IMP00004458,CAM0014,EV00018179,2025-10-25T19:20:34,P059,pre,mobile,0.0356
IMP00004459,CAM0034,EV00010943,2025-02-09T13:58:22,P011,pre,mobile,0.0394
IMP00004460,CAM0054,EV00019885,2025-05-08T17:05:18,P024,mid,smart_tv,0.034
IMP00004461,CAM0058,EV00013870,2025-09-25T15:46:12,P028,mid,tablet,0.0383
IMP00004462,CAM0043,EV00014973,2025-01-09T18:40:50,P016,post,tablet,0.0375
IMP00004463,CAM0008,EV00018302,2025-12-01T14:25:54,P040,mid,tablet,0.0403
IMP00004464,CAM0042,EV00017035,2025-01-09T23:45:00,P027,pre,desktop,0.0281
IMP00004465,CAM0041,EV00019544,2025-03-21T11:13:54,P008,pre,tablet,0.0204
IMP00004466,CAM0045,EV00013600,2025-07-10T22:01:24,P048,mid,tablet,0.0405
IMP00004467,CAM0026,EV00003193,2025-09-23T17:23:26,P004,pre,tablet,0.0214
IMP00004468,CAM0051,EV00009180,2025-05-25T16:11:26,P001,mid,smart_tv,0.0372
IMP00004469,CAM0037,EV00019299,2025-08-11T13:08:42,P033,pre,mobile,0.0203
IMP00004470,CAM0006,EV00006822,2025-09-12T15:52:50,P001,pre,smart_tv,0.034
IMP00004471,CAM0034,EV00007526,2025-01-01T17:54:30,P021,mid,mobile,0.0203
IMP00004472,CAM0028,EV00015880,2025-05-29T11:51:44,P008,pre,smart_tv,0.0415
IMP00004473,CAM0049,EV00018193,2025-09-25T21:58:13,P039,mid,mobile,0.0284
IMP00004474,CAM0046,EV00012982,2025-02-06T23:21:40,P051,pre,tablet,0.0264
IMP00004475,CAM0020,EV00017959,2025-04-28T14:10:35,P029,pre,tablet,0.0242
IMP00004476,CAM0035,EV00014908,2025-03-16T20:20:47,P039,post,mobile,0.0248
IMP00004477,CAM0010,EV00018358,2025-11-29T17:55:13,P005,pre,mobile,0.0388
IMP00004478,CAM0024,EV00020082,2025-10-26T14:47:56,P035,pre,smart_tv,0.0295
IMP00004479,CAM0045,EV00013603,2025-07-23T22:26:29,P020,pre,mobile,0.0432
IMP00004480,CAM0019,EV00000507,2025-05-16T17:06:11,P056,pre,streaming_stick,0.0206
IMP00004481,CAM0022,EV00007109,2025-02-16T15:47:33,P004,pre,mobile,0.0384
IMP00004482,CAM0020,EV00015729,2025-03-16T19:20:07,P022,pre,mobile,0.0332
IMP00004483,CAM0012,EV00013232,2025-10-22T17:04:57,P035,pre,streaming_stick,0.0367
IMP00004484,CAM0032,EV00014046,2025-09-11T13:54:00,P007,post,mobile,0.0257
IMP00004485,CAM0010,EV00003330,2025-10-13T14:24:54,P014,pre,mobile,0.0243
IMP00004486,CAM0018,EV00003926,2025-06-18T10:01:29,P062,pre,smart_tv,0.034
IMP00004487,CAM0006,EV00015193,2025-05-16T00:15:43,P062,mid,mobile,0.0354
IMP00004488,CAM0051,EV00012860,2025-08-01T14:42:11,P014,mid,tablet,0.0215
IMP00004489,CAM0054,EV00009137,2025-12-28T17:33:10,P026,mid,mobile,0.0207
IMP00004490,CAM0031,EV00016321,2025-09-02T17:32:51,P040,pre,streaming_stick,0.0207
IMP00004491,CAM0018,EV00005474,2025-12-07T17:23:35,P051,mid,tablet,0.0405
IMP00004492,CAM0015,EV00001003,2025-03-03T18:17:07,P058,pre,mobile,0.034
IMP00004493,CAM0006,EV00006056,2025-07-24T16:10:59,P048,mid,tablet,0.0217
IMP00004494,CAM0038,EV00005880,2025-12-12T10:31:35,P059,pre,mobile,0.0222
IMP00004495,CAM0021,EV00019789,2025-12-25T23:14:23,P029,post,mobile,0.0434
IMP00004496,CAM0020,EV00002527,2025-05-19T12:34:08,P008,mid,mobile,0.0339
IMP00004497,CAM0046,EV00019534,2025-05-26T08:17:17,P030,pre,tablet,0.0254
IMP00004498,CAM0051,EV00001578,2025-09-30T14:20:04,P015,post,mobile,0.042
IMP00004499,CAM0032,EV00000107,2025-03-28T23:38:36,P038,pre,mobile,0.028
IMP00004500,CAM0057,EV00005127,2025-08-07T16:29:41,P028,pre,mobile,0.0275
IMP00004501,CAM0029,EV00007420,2025-08-06T21:22:41,P019,mid,tablet,0.0437
IMP00004502,CAM0052,EV00013301,2025-09-19T11:40:54,P040,pre,smart_tv,0.044
IMP00004503,CAM0052,EV00010299,2025-10-30T15:59:38,P038,mid,mobile,0.0399
IMP00004504,CAM0033,EV00006146,2025-11-05T18:44:36,P030,pre,tablet,0.0281
IMP00004505,CAM0030,EV00005822,2025-10-10T22:07:38,P004,mid,tablet,0.0393
IMP00004506,CAM0040,EV00001552,2025-04-16T18:38:33,P027,post,mobile,0.0255
IMP00004507,CAM0039,EV00016908,2025-02-03T12:57:13,P039,pre,mobile,0.0325
IMP00004508,CAM0049,EV00002954,2025-04-12T14:26:58,P018,mid,mobile,0.0301
IMP00004509,CAM0029,EV00019309,2025-01-01T21:35:08,P056,post,mobile,0.0238
IMP00004510,CAM0041,EV00015121,2025-09-18T14:21:53,P044,mid,mobile,0.0363
IMP00004511,CAM0008,EV00008624,2025-09-06T17:04:13,P007,pre,tablet,0.0348
IMP00004512,CAM0028,EV00016748,2025-04-29T10:16:09,P021,mid,tablet,0.0329
IMP00004513,CAM0029,EV00019032,2025-05-19T16:47:00,P002,pre,tablet,0.0269
IMP00004514,CAM0027,EV00001640,2025-09-15T13:42:02,P028,post,tablet,0.0438
IMP00004515,CAM0041,EV00018324,2025-10-23T22:26:51,P003,pre,mobile,0.0292
IMP00004516,CAM0051,EV00015166,2025-12-03T14:07:42,P016,pre,mobile,0.0224
IMP00004517,CAM0010,EV00015853,2025-07-24T23:50:36,P021,mid,tablet,0.028
IMP00004518,CAM0050,EV00002791,2025-08-15T19:59:53,P020,pre,smart_tv,0.0231
IMP00004519,CAM0032,EV00004544,2025-10-10T20:43:00,P008,pre,mobile,0.0403
IMP00004520,CAM0017,EV00000991,2025-05-22T15:26:55,P058,pre,mobile,0.0419
IMP00004521,CAM0036,EV00004247,2025-09-05T22:54:46,P023,pre,mobile,0.0295
IMP00004522,CAM0023,EV00018976,2025-08-06T21:33:40,P022,pre,mobile,0.0266
IMP00004523,CAM0054,EV00017538,2025-03-18T11:00:44,P024,pre,smart_tv,0.0362
IMP00004524,CAM0003,EV00004773,2025-10-01T13:50:25,P049,pre,smart_tv,0.0203
IMP00004525,CAM0037,EV00003976,2025-04-11T12:58:27,P029,pre,mobile,0.0314
IMP00004526,CAM0055,EV00009953,2025-12-07T20:39:15,P042,mid,tablet,0.0257
IMP00004527,CAM0051,EV00008739,2025-04-11T14:53:29,P042,pre,mobile,0.039
IMP00004528,CAM0059,EV00012871,2025-02-10T20:20:24,P057,pre,mobile,0.03
IMP00004529,CAM0045,EV00005897,2025-04-02T21:45:47,P015,pre,mobile,0.0295
IMP00004530,CAM0007,EV00014393,2025-01-28T15:16:12,P029,pre,mobile,0.0425
IMP00004531,CAM0023,EV00008379,2025-02-03T15:17:14,P042,mid,tablet,0.0279
IMP00004532,CAM0013,EV00016447,2025-01-08T15:03:22,P015,mid,tablet,0.0214
IMP00004533,CAM0005,EV00012741,2025-10-09T20:37:22,P042,pre,mobile,0.0346
IMP00004534,CAM0016,EV00019618,2025-02-03T15:37:38,P034,mid,tablet,0.0285
IMP00004535,CAM0026,EV00017405,2025-12-06T16:00:30,P032,pre,streaming_stick,0.0329
IMP00004536,CAM0031,EV00010610,2025-03-02T13:17:17,P040,post,tablet,0.0233
IMP00004537,CAM0033,EV00007777,2025-12-13T13:56:02,P043,mid,mobile,0.0384
IMP00004538,CAM0046,EV00016168,2025-03-13T14:42:08,P010,pre,tablet,0.0235
IMP00004539,CAM0024,EV00009537,2025-08-20T21:08:13,P030,mid,mobile,0.0289
IMP00004540,CAM0010,EV00017464,2025-03-17T21:52:31,P059,pre,mobile,0.0429
IMP00004541,CAM0040,EV00012984,2025-02-06T23:36:45,P051,mid,tablet,0.0323
IMP00004542,CAM0005,EV00017485,2025-07-23T12:08:32,P021,pre,tablet,0.034
IMP00004543,CAM0046,EV00004010,2025-10-12T14:19:07,P030,mid,tablet,0.0362
IMP00004544,CAM0052,EV00012558,2025-07-23T14:56:38,P006,pre,smart_tv,0.0379
IMP00004545,CAM0036,EV00009237,2025-06-14T14:48:11,P010,mid,streaming_stick,0.0248
IMP00004546,CAM0035,EV00020003,2025-02-14T11:04:02,P002,pre,mobile,0.0225
IMP00004547,CAM0043,EV00010966,2025-09-09T12:22:36,P010,mid,tablet,0.0234
IMP00004548,CAM0030,EV00017874,2025-09-16T16:32:00,P008,pre,mobile,0.0247
IMP00004549,CAM0015,EV00000838,2025-01-13T14:01:36,P031,pre,smart_tv,0.032
IMP00004550,CAM0037,EV00001490,2025-01-27T15:29:16,P011,mid,tablet,0.0213
IMP00004551,CAM0040,EV00013438,2025-04-03T14:30:27,P009,pre,tablet,0.0352
IMP00004552,CAM0035,EV00006497,2025-12-25T23:02:09,P011,mid,mobile,0.0256
IMP00004553,CAM0009,EV00003057,2025-04-18T15:54:49,P047,pre,mobile,0.0397
IMP00004554,CAM0036,EV00018209,2025-01-15T18:42:20,P030,mid,tablet,0.0263
IMP00004555,CAM0003,EV00002932,2025-11-02T17:06:44,P007,pre,mobile,0.0443
IMP00004556,CAM0014,EV00007408,2025-02-23T12:23:53,P060,pre,tablet,0.0316
IMP00004557,CAM0037,EV00010573,2025-01-04T12:18:27,P001,mid,tablet,0.0385
IMP00004558,CAM0025,EV00001749,2025-03-02T23:34:58,P033,post,tablet,0.0243
IMP00004559,CAM0036,EV00000805,2025-02-20T14:59:05,P011,post,tablet,0.0373
IMP00004560,CAM0037,EV00007521,2025-01-04T17:34:01,P050,mid,desktop,0.045
IMP00004561,CAM0015,EV00015316,2025-10-19T11:16:07,P012,pre,tablet,0.041
IMP00004562,CAM0009,EV00001062,2025-06-22T08:20:52,P009,mid,tablet,0.0252
IMP00004563,CAM0051,EV00017377,2025-04-09T14:17:42,P042,mid,tablet,0.0378
IMP00004564,CAM0031,EV00008846,2025-06-22T15:19:30,P028,pre,tablet,0.0389
IMP00004565,CAM0025,EV00020117,2025-08-29T08:26:23,P013,pre,smart_tv,0.035
IMP00004566,CAM0016,EV00014855,2025-06-20T21:28:47,P016,mid,tablet,0.0406
IMP00004567,CAM0023,EV00014437,2025-03-15T10:00:23,P032,pre,mobile,0.0334
IMP00004568,CAM0044,EV00010539,2025-12-13T18:14:04,P048,pre,tablet,0.0324
IMP00004569,CAM0044,EV00013642,2025-10-05T17:52:50,P010,pre,tablet,0.0413
IMP00004570,CAM0032,EV00007304,2025-03-09T14:28:12,P048,mid,mobile,0.0212
IMP00004571,CAM0017,EV00009557,2025-12-08T14:19:01,P008,pre,tablet,0.0386
IMP00004572,CAM0051,EV00019475,2025-05-02T13:27:33,P039,pre,mobile,0.0242
IMP00004573,CAM0037,EV00013180,2025-09-14T19:49:21,P004,mid,mobile,0.0312
IMP00004574,CAM0035,EV00013124,2025-10-12T14:40:52,P001,mid,tablet,0.0423
IMP00004575,CAM0040,EV00015564,2025-05-27T00:06:03,P012,post,desktop,0.0234
IMP00004576,CAM0017,EV00018390,2025-06-06T10:52:59,P032,pre,tablet,0.0249
IMP00004577,CAM0039,EV00003806,2025-08-21T23:52:53,P033,pre,mobile,0.0372
IMP00004578,CAM0018,EV00007810,2025-01-19T14:25:03,P030,mid,tablet,0.0293
IMP00004579,CAM0057,EV00008335,2025-10-13T19:27:16,P028,pre,tablet,0.0402
IMP00004580,CAM0006,EV00010765,2025-08-06T23:55:27,P002,pre,tablet,0.0206
IMP00004581,CAM0015,EV00003504,2025-02-21T14:06:51,P060,mid,tablet,0.0201
IMP00004582,CAM0023,EV00018339,2025-02-23T22:12:32,P032,pre,tablet,0.0392
IMP00004583,CAM0055,EV00000662,2025-12-15T15:19:58,P034,pre,tablet,0.0257
IMP00004584,CAM0021,EV00003574,2025-11-20T13:01:29,P055,pre,tablet,0.0202
IMP00004585,CAM0050,EV00009899,2025-09-07T08:26:03,P029,mid,mobile,0.0396
IMP00004586,CAM0014,EV00005662,2025-07-11T21:19:10,P057,pre,mobile,0.0373
IMP00004587,CAM0055,EV00013684,2025-12-14T16:15:20,P026,mid,tablet,0.0325
IMP00004588,CAM0022,EV00017029,2025-09-30T12:04:54,P025,pre,mobile,0.0328
IMP00004589,CAM0048,EV00016844,2025-03-21T17:01:30,P004,mid,tablet,0.0236
IMP00004590,CAM0027,EV00006639,2025-08-02T18:43:00,P008,mid,tablet,0.0404
IMP00004591,CAM0043,EV00013061,2025-03-03T17:44:47,P035,mid,mobile,0.0402
IMP00004592,CAM0047,EV00003633,2025-11-14T08:35:55,P062,mid,tablet,0.0397
IMP00004593,CAM0050,EV00006887,2025-02-08T08:10:08,P028,mid,tablet,0.0385
IMP00004594,CAM0002,EV00011297,2025-08-01T13:49:34,P040,pre,mobile,0.0204
IMP00004595,CAM0003,EV00001986,2025-07-24T19:13:27,P054,mid,mobile,0.0345
IMP00004596,CAM0011,EV00002165,2025-10-16T18:24:56,P045,pre,mobile,0.0299
IMP00004597,CAM0029,EV00004146,2025-04-29T21:53:02,P025,pre,mobile,0.0322
IMP00004598,CAM0056,EV00007445,2025-12-27T11:41:39,P013,pre,mobile,0.0235
IMP00004599,CAM0039,EV00004254,2025-09-15T07:54:50,P005,mid,mobile,0.0392
IMP00004600,CAM0024,EV00001241,2025-12-07T16:41:36,P044,mid,desktop,0.0399
IMP00004601,CAM0057,EV00006571,2025-01-15T15:11:40,P032,mid,tablet,0.0288
IMP00004602,CAM0008,EV00001979,2025-01-04T15:58:31,P024,pre,streaming_stick,0.0333
IMP00004603,CAM0047,EV00006814,2025-07-25T15:40:31,P049,pre,mobile,0.0358
IMP00004604,CAM0031,EV00005236,2025-04-26T16:08:30,P030,mid,mobile,0.0249
IMP00004605,CAM0029,EV00010506,2025-06-17T21:50:06,P039,post,tablet,0.0358
IMP00004606,CAM0038,EV00009600,2025-05-03T12:31:31,P013,pre,tablet,0.043
IMP00004607,CAM0007,EV00009752,2025-02-22T09:08:10,P036,pre,mobile,0.031
IMP00004608,CAM0013,EV00019438,2025-01-04T10:37:12,P057,pre,tablet,0.0207
IMP00004609,CAM0010,EV00020000,2025-09-17T14:46:05,P046,mid,smart_tv,0.035
IMP00004610,CAM0028,EV00002241,2025-03-06T18:02:39,P042,pre,tablet,0.04
IMP00004611,CAM0040,EV00017736,2025-10-15T22:31:40,P051,pre,mobile,0.0232
IMP00004612,CAM0026,EV00005461,2025-06-22T16:21:47,P006,post,tablet,0.0256
IMP00004613,CAM0023,EV00009530,2025-09-20T13:18:56,P041,pre,streaming_stick,0.0231
IMP00004614,CAM0050,EV00001187,2025-12-18T18:02:02,P019,mid,mobile,0.031
IMP00004615,CAM0034,EV00007093,2025-09-04T13:31:00,P057,pre,tablet,0.0207
